ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
10225133,HY412232,09/06/2015 12:35:00 AM,029XX W JACKSON BLVD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1124,011,2,27,18,1156931,1898553,2015,02/10/2018 03:50:01 PM,41.877401649,-87.699256437,"(41.877401649, -87.699256437)"
10225134,HY412226,09/06/2015 12:01:00 AM,070XX S JEFFERY BLVD,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,0331,003,5,43,18,1190761,1858717,2015,02/10/2018 03:50:01 PM,41.767336547,-87.57633249,"(41.767336547, -87.57633249)"
10225135,HY412217,09/05/2015 03:00:00 PM,028XX W LAWRENCE AVE,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,PARK PROPERTY,true,true,2031,020,40,4,04A,1156793,1931761,2015,02/10/2018 03:50:01 PM,41.968529752,-87.698860976,"(41.968529752, -87.698860976)"
10225137,HY412193,09/05/2015 11:27:00 PM,002XX S LOCKWOOD AVE,141C,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,SIDEWALK,true,false,1522,015,29,25,15,1141049,1898354,2015,02/10/2018 03:50:01 PM,41.877162736,-87.757576345,"(41.877162736, -87.757576345)"
10225138,HY412224,09/06/2015 12:25:00 AM,013XX W WINNEMAC AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,false,2033,020,46,3,08A,1166516,1933680,2015,09/17/2015 11:37:18 AM,41.973592405,-87.663054812,"(41.973592405, -87.663054812)"
10225139,HY412236,09/06/2015 12:18:00 AM,060XX W ROSCOE ST,3730,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING JUSTICE,STREET,true,false,1633,016,38,17,24,1135548,1921982,2015,02/10/2018 03:50:01 PM,41.942100343,-87.777212282,"(41.942100343, -87.777212282)"
10225140,HY412231,09/06/2015 12:25:00 AM,005XX S STATE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,SIDEWALK,true,false,0123,001,2,32,18,1176447,1897915,2015,09/17/2015 11:37:18 AM,41.875232942,-87.6276188,"(41.875232942, -87.6276188)"
10225141,HY412211,09/01/2015 02:30:00 AM,056XX N LINCOLN AVE,0810,THEFT,OVER $500,HOTEL/MOTEL,false,false,2011,020,40,2,06,1157660,1937177,2015,02/10/2018 03:50:01 PM,41.983373861,-87.695524775,"(41.983373861, -87.695524775)"
10225142,HY412197,09/05/2015 10:10:00 PM,062XX S SACRAMENTO AVE,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,ALLEY,false,false,0823,008,15,66,26,1157456,1863056,2015,02/10/2018 03:50:01 PM,41.779982915,-87.698292215,"(41.779982915, -87.698292215)"
10225143,HY412062,09/01/2015 09:00:00 AM,050XX S LAKE SHORE DR SB,0890,THEFT,FROM BUILDING,APARTMENT,false,false,0222,002,4,39,06,1189076,1871993,2015,02/10/2018 03:50:01 PM,41.803807415,-87.58208345,"(41.803807415, -87.58208345)"
10225144,HY408983,09/03/2015 03:04:00 PM,012XX W GARFIELD BLVD,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,false,false,0713,007,16,67,07,1169127,1868181,2015,02/10/2018 03:50:01 PM,41.793802035,-87.65535639,"(41.793802035, -87.65535639)"
10225145,HY412158,09/05/2015 10:35:00 PM,020XX E 71ST ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,true,false,0331,003,5,43,15,1190856,1858321,2015,09/17/2015 11:37:18 AM,41.766247597,-87.575997062,"(41.766247597, -87.575997062)"
10225146,HY412250,09/06/2015 12:08:00 AM,042XX W CERMAK RD,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,true,false,1012,010,24,29,26,1148196,1889031,2015,02/10/2018 03:50:01 PM,41.851444728,-87.73157428,"(41.851444728, -87.73157428)"
10225147,HY412183,09/05/2015 10:30:00 PM,049XX W WALTON ST,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,STREET,false,true,1531,015,37,25,04B,1143325,1905860,2015,02/10/2018 03:50:01 PM,41.897717895,-87.749031759,"(41.897717895, -87.749031759)"
10225148,HY412256,09/06/2015 01:25:00 AM,0000X W DIVISION ST,0460,BATTERY,SIMPLE,BAR OR TAVERN,true,false,1824,018,42,8,08B,1175912,1908369,2015,02/10/2018 03:50:01 PM,41.903931334,-87.629268148,"(41.903931334, -87.629268148)"
10225149,HY412228,09/05/2015 11:30:00 PM,003XX E 75TH ST,0820,THEFT,$500 AND UNDER,STREET,false,false,0323,003,6,69,06,1179912,1855363,2015,02/10/2018 03:50:01 PM,41.75838795,-87.616200733,"(41.75838795, -87.616200733)"
10225150,HY412259,09/06/2015 01:27:00 AM,026XX N PARKSIDE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,2514,025,30,19,14,1138261,1917001,2015,02/10/2018 03:50:01 PM,41.928383224,-87.767361524,"(41.928383224, -87.767361524)"
10225151,HY412220,09/06/2015 12:20:00 AM,041XX W BARRY AVE,0820,THEFT,$500 AND UNDER,APARTMENT,false,false,2523,025,31,21,06,1148130,1920288,2015,02/10/2018 03:50:01 PM,41.937218558,-87.731011162,"(41.937218558, -87.731011162)"
10225152,HY412147,09/05/2015 12:30:00 PM,009XX E 80TH ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0624,006,8,44,05,1184058,1852160,2015,02/10/2018 03:50:01 PM,41.749502746,-87.601106068,"(41.749502746, -87.601106068)"
10225154,HY412165,09/05/2015 10:30:00 PM,025XX W SUPERIOR ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,false,false,1221,012,26,24,14,1159261,1904906,2015,02/10/2018 03:50:01 PM,41.894787298,-87.690526564,"(41.894787298, -87.690526564)"
10225155,HY412177,09/05/2015 10:42:00 PM,007XX W IRVING PARK RD,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,true,false,1915,019,46,3,24,1170563,1926785,2015,02/10/2018 03:50:01 PM,41.954584472,-87.648375776,"(41.954584472, -87.648375776)"
10225156,HY412175,09/05/2015 11:30:00 PM,056XX S WABASH AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0225,002,20,40,05,1177675,1867718,2015,02/10/2018 03:50:01 PM,41.792342253,-87.624025622,"(41.792342253, -87.624025622)"
10225157,HY412262,09/05/2015 10:00:00 PM,002XX S WABASH AVE,0890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,false,false,0113,001,42,32,06,1176846,1899332,2015,02/10/2018 03:50:01 PM,41.87911226,-87.626110978,"(41.87911226, -87.626110978)"
10225158,HY412138,09/05/2015 09:30:00 PM,087XX S VINCENNES AVE,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,2222,022,21,71,06,1172035,1847022,2015,02/10/2018 03:50:01 PM,41.735675715,-87.645313581,"(41.735675715, -87.645313581)"
10225159,HY412140,09/05/2015 04:00:00 PM,109XX S DOTY AVE E,0810,THEFT,OVER $500,OTHER,false,false,0513,005,10,51,06,1185667,1832643,2015,02/10/2018 03:50:01 PM,41.695908161,-87.595822806,"(41.695908161, -87.595822806)"
10225160,HY412150,09/05/2015 04:45:00 PM,063XX N HERMITAGE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2433,024,40,77,07,1163623,1941926,2015,02/10/2018 03:50:01 PM,41.996281323,-87.673459439,"(41.996281323, -87.673459439)"
10225161,HY412111,09/05/2015 10:00:00 PM,056XX S DR MARTIN LUTHER KING JR DR,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0231,002,20,40,14,1179885,1867783,2015,02/10/2018 03:50:01 PM,41.792470297,-87.615919964,"(41.792470297, -87.615919964)"
10225162,HY412225,09/05/2015 11:42:00 PM,009XX N HAMLIN AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,APARTMENT,true,true,1112,011,27,23,18,1150881,1906019,2015,02/10/2018 03:50:01 PM,41.898009641,-87.721274991,"(41.898009641, -87.721274991)"
10225163,HY412099,09/05/2015 12:35:00 PM,016XX W JUNEWAY TER,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,false,2422,024,49,1,26,1163837,1951492,2015,02/10/2018 03:50:01 PM,42.022526099,-87.672400555,"(42.022526099, -87.672400555)"
10225164,HY412213,09/06/2015 12:10:00 AM,054XX S UNIVERSITY AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,0233,002,4,41,03,1184722,1869541,2015,02/10/2018 03:50:01 PM,41.797182256,-87.598128455,"(41.797182256, -87.598128455)"
10225165,HY412216,09/05/2015 11:52:00 PM,057XX S MICHIGAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0232,002,20,40,14,1178137,1866990,2015,02/10/2018 03:50:01 PM,41.790334078,-87.622353626,"(41.790334078, -87.622353626)"
10225166,HY412142,09/05/2015 08:30:00 PM,061XX N FAIRFIELD AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,true,2413,024,50,2,08A,1156889,1940684,2015,02/10/2018 03:50:01 PM,41.993012947,-87.698264731,"(41.993012947, -87.698264731)"
10225167,HY412118,09/05/2015 04:00:00 PM,012XX W LAKE ST,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1224,012,27,28,08B,1168330,1901590,2015,02/10/2018 03:50:01 PM,41.885496686,-87.657314707,"(41.885496686, -87.657314707)"
10225168,HY412184,09/05/2015 11:30:00 PM,015XX S HARDING AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,1014,010,24,29,08B,1150298,1892207,2015,02/10/2018 03:50:01 PM,41.860119379,-87.723776616,"(41.860119379, -87.723776616)"
10225169,HY412026,09/05/2015 07:38:00 PM,006XX N HAMLIN AVE,0461,BATTERY,AGG PO HANDS ETC SERIOUS INJ,ALLEY,true,false,1122,011,27,23,04B,1150942,1904012,2015,02/10/2018 03:50:01 PM,41.892501035,-87.721103543,"(41.892501035, -87.721103543)"
10225170,HY412254,09/06/2015 01:15:00 AM,041XX W 26TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,false,false,1031,010,22,30,14,1149190,1886400,2015,02/10/2018 03:50:01 PM,41.844205755,-87.727994095,"(41.844205755, -87.727994095)"
10225171,HY412287,09/06/2015 01:00:00 AM,003XX W 95TH ST,0460,BATTERY,SIMPLE,CHA PARKING LOT/GROUNDS,false,false,0634,006,21,49,08B,1175478,1841921,2015,02/10/2018 03:50:01 PM,41.721601671,-87.632851859,"(41.721601671, -87.632851859)"
10225172,HY412223,09/06/2015 12:21:00 AM,019XX S ST LOUIS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,false,false,1024,010,24,29,14,1153404,1890300,2015,02/10/2018 03:50:01 PM,41.854825273,-87.712425854,"(41.854825273, -87.712425854)"
10225174,HY412251,09/06/2015 12:55:00 AM,064XX S DR MARTIN LUTHER KING JR DR,0560,ASSAULT,SIMPLE,APARTMENT,false,true,0312,003,20,69,08A,1180025,1862479,2015,02/10/2018 03:50:01 PM,41.777912407,-87.615568965,"(41.777912407, -87.615568965)"
10225175,HY412289,09/06/2015 12:25:00 AM,044XX W CARROLL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1113,011,28,26,08B,1146747,1901929,2015,02/10/2018 03:50:01 PM,41.886866154,-87.736563412,"(41.886866154, -87.736563412)"
10225176,HY412282,09/06/2015 02:00:00 AM,028XX W MONROE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,1124,011,2,27,14,1157517,1899561,2015,02/10/2018 03:50:01 PM,41.880155799,-87.697077361,"(41.880155799, -87.697077361)"
10225177,HY412082,09/04/2015 03:00:00 PM,071XX S CONSTANCE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENTIAL YARD (FRONT/BACK),false,false,0324,003,5,43,26,1189608,1858016,2015,02/10/2018 03:50:01 PM,41.765440714,-87.58058114,"(41.765440714, -87.58058114)"
10225178,HY412274,09/05/2015 09:50:00 PM,070XX S VERNON AVE,0560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,false,false,0322,003,6,69,08A,1180462,1858540,2015,02/10/2018 03:50:01 PM,41.767093374,-87.614087692,"(41.767093374, -87.614087692)"
10225179,HY412280,09/06/2015 01:30:00 AM,003XX S MAPLEWOOD AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,ALLEY,false,true,1125,011,2,28,26,1159433,1898396,2015,02/10/2018 03:50:01 PM,41.876919736,-87.69007408,"(41.876919736, -87.69007408)"
10225180,HY412284,09/06/2015 01:45:00 AM,050XX W ADAMS ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1533,015,28,25,14,1142625,1898857,2015,02/10/2018 03:50:01 PM,41.878513874,-87.751777135,"(41.878513874, -87.751777135)"
10225181,HY412273,09/06/2015 12:24:00 AM,073XX S EMERALD AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,false,false,0732,007,17,68,15,1172568,1856301,2015,02/10/2018 03:50:01 PM,41.761126784,-87.643088168,"(41.761126784, -87.643088168)"
10225182,HY412299,09/06/2015 01:30:00 AM,061XX S COTTAGE GROVE AVE,3730,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING JUSTICE,SIDEWALK,true,false,0313,003,20,42,24,1182620,1864479,2015,02/10/2018 03:50:01 PM,41.783340761,-87.605993706,"(41.783340761, -87.605993706)"
10225183,HY412272,09/06/2015 01:25:00 AM,022XX N KNOX AVE,0453,BATTERY,AGGRAVATED PO: OTHER DANG WEAP,SIDEWALK,true,false,2522,025,31,19,04B,1145024,1914388,2015,02/10/2018 03:50:01 PM,41.921087706,-87.742575717,"(41.921087706, -87.742575717)"
10225184,HY412270,09/06/2015 01:40:00 AM,033XX N HALSTED ST,0460,BATTERY,SIMPLE,SIDEWALK,true,false,1925,019,44,6,08B,1170327,1922606,2015,02/10/2018 03:50:01 PM,41.943122315,-87.649365938,"(41.943122315, -87.649365938)"
10225185,HY412277,09/06/2015 01:40:00 AM,051XX W DIVERSEY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,2521,025,31,19,08B,1141535,1918128,2015,02/10/2018 03:50:01 PM,41.931415894,-87.755302635,"(41.931415894, -87.755302635)"
10225186,HY412278,09/06/2015 01:24:00 AM,026XX S PULASKI RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1031,010,22,30,18,1150138,1886085,2015,02/10/2018 03:50:01 PM,41.843322966,-87.724523264,"(41.843322966, -87.724523264)"
10225187,HY412113,09/05/2015 06:00:00 PM,020XX W LE MOYNE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1424,014,1,24,06,1162630,1909836,2015,02/10/2018 03:50:01 PM,41.908245663,-87.678014854,"(41.908245663, -87.678014854)"
10225188,HY412261,09/05/2015 11:58:00 PM,079XX S VERNON AVE,0560,ASSAULT,SIMPLE,APARTMENT,true,false,0624,006,6,44,08A,1180623,1852364,2015,02/10/2018 03:50:01 PM,41.750142073,-87.613686938,"(41.750142073, -87.613686938)"
10225190,HY412276,09/06/2015 12:47:00 AM,073XX S ASHLAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,false,false,0734,007,17,67,14,1166951,1856167,2015,02/10/2018 03:50:01 PM,41.760880906,-87.6636787,"(41.760880906, -87.6636787)"
10225191,HY412230,09/05/2015 11:58:00 PM,023XX W DEVON AVE,2022,NARCOTICS,POSS: COCAINE,STREET,true,false,2413,024,50,2,18,1159711,1942437,2015,02/10/2018 03:50:01 PM,41.997765346,-87.687835766,"(41.997765346, -87.687835766)"
10225192,HY412323,09/06/2015 02:33:00 AM,017XX W 74TH ST,2027,NARCOTICS,POSS: CRACK,STREET,true,false,0735,007,17,67,18,1166045,1855625,2015,09/17/2015 11:37:18 AM,41.75941289,-87.667014635,"(41.75941289, -87.667014635)"
10225193,HY412324,09/06/2015 02:41:00 AM,041XX W POTOMAC AVE,4625,OTHER OFFENSE,PAROLE VIOLATION,SIDEWALK,true,false,2534,025,37,23,26,1148522,1908338,2015,02/10/2018 03:50:01 PM,41.904419071,-87.729879538,"(41.904419071, -87.729879538)"
10225194,HY412281,09/06/2015 01:37:00 AM,017XX W CERMAK RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1234,012,25,31,18,1165082,1889456,2015,02/10/2018 03:50:01 PM,41.852269532,-87.669586473,"(41.852269532, -87.669586473)"
10225195,HY412308,09/06/2015 02:20:00 AM,050XX W DEMING PL,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,true,true,2521,025,31,19,26,1142399,1916498,2015,02/10/2018 03:50:01 PM,41.926926981,-87.752168148,"(41.926926981, -87.752168148)"
10225196,HY412326,09/06/2015 02:05:00 AM,014XX S RIDGEWAY AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,true,false,1011,010,24,29,18,1151608,1893012,2015,02/10/2018 03:50:01 PM,41.86230277,-87.718946769,"(41.86230277, -87.718946769)"
10225197,HY412255,09/06/2015 12:05:00 AM,005XX W WINNECONNA PKWY,2028,NARCOTICS,POSS: SYNTHETIC DRUGS,STREET,true,false,0621,006,17,69,18,1174163,1852703,2015,02/10/2018 03:50:01 PM,41.751218162,-87.637349083,"(41.751218162, -87.637349083)"
10225199,HY412339,09/06/2015 02:06:00 AM,057XX S MELVINA AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENTIAL YARD (FRONT/BACK),true,false,0811,008,23,56,26,1136030,1865904,2015,09/17/2015 11:37:18 AM,41.7882057,-87.776776924,"(41.7882057, -87.776776924)"
11645601,JC212935,06/01/2014 12:01:00 AM,087XX S SANGAMON ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,2222,022,21,71,11,,,2014,04/06/2019 04:04:43 PM,,,
10225200,HY412162,09/05/2015 05:00:00 PM,084XX S MORGAN ST,0560,ASSAULT,SIMPLE,RESIDENCE,false,true,0613,006,21,71,08A,1171118,1848904,2015,02/10/2018 03:50:01 PM,41.740860249,-87.64861826,"(41.740860249, -87.64861826)"
10225201,HY412269,09/06/2015 12:49:00 AM,079XX S LOOMIS BLVD,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,RESIDENCE,true,false,0612,006,21,71,18,1168378,1852055,2015,09/17/2015 11:37:18 AM,41.74956642,-87.658566863,"(41.74956642, -87.658566863)"
10225202,HY412344,09/06/2015 02:55:00 AM,046XX N CENTRAL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1622,016,45,15,08B,1138173,1930097,2015,02/10/2018 03:50:01 PM,41.964321551,-87.767367136,"(41.964321551, -87.767367136)"
10225203,HY412313,09/05/2015 03:30:00 PM,069XX S WESTERN AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,0832,008,17,66,08B,1161571,1858642,2015,02/10/2018 03:50:01 PM,41.767785899,-87.683328245,"(41.767785899, -87.683328245)"
10225204,HY412088,09/03/2015 01:14:00 PM,083XX S KERFOOT AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,0622,006,21,71,26,1173151,1849435,2015,02/10/2018 03:50:01 PM,41.742272753,-87.641153886,"(41.742272753, -87.641153886)"
10225205,HY412305,09/06/2015 01:35:00 AM,057XX S MELVINA AVE,0460,BATTERY,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),true,false,0811,008,23,56,08B,1136030,1865911,2015,02/10/2018 03:50:01 PM,41.788224909,-87.776776758,"(41.788224909, -87.776776758)"
10225206,HY412253,09/06/2015 01:10:00 AM,047XX S STATE ST,041A,BATTERY,AGGRAVATED: HANDGUN,VACANT LOT/LAND,false,false,0224,002,3,38,04B,1177070,1873609,2015,02/10/2018 03:50:01 PM,41.80852139,-87.62606631,"(41.80852139, -87.62606631)"
10225207,HY412119,09/05/2015 09:50:00 PM,079XX S VERNON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,0624,006,6,44,08B,1180623,1852364,2015,02/10/2018 03:50:01 PM,41.750142073,-87.613686938,"(41.750142073, -87.613686938)"
11646293,JC213749,12/20/2018 03:00:00 PM,023XX N LOCKWOOD AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,false,false,2515,025,36,19,11,,,2018,04/06/2019 04:04:43 PM,,,
10225209,HY412141,09/05/2015 09:30:00 PM,053XX W DIVERSEY AVE,0810,THEFT,OVER $500,STREET,false,false,2514,025,31,19,06,1140335,1918099,2015,02/10/2018 03:50:01 PM,41.93135843,-87.759713197,"(41.93135843, -87.759713197)"
10225210,HY412258,09/06/2015 01:10:00 AM,073XX S PHILLIPS AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,0334,003,7,43,08B,1193919,1856803,2015,02/10/2018 03:50:01 PM,41.762007537,-87.564819986,"(41.762007537, -87.564819986)"
10225212,HY412335,09/06/2015 02:40:00 AM,014XX N LECLAIRE AVE,0460,BATTERY,SIMPLE,APARTMENT,false,false,2533,025,37,25,08B,1142106,1909155,2015,02/10/2018 03:50:01 PM,41.906782446,-87.75342726,"(41.906782446, -87.75342726)"
10041476,HY230931,04/18/2015 04:30:00 AM,037XX N SEMINARY AVE,0810,THEFT,OVER $500,RESIDENCE,false,false,1923,019,44,6,06,1168325,1924924,2015,02/10/2018 03:50:01 PM,41.949526604,-87.656656975,"(41.949526604, -87.656656975)"
10225213,HY412242,09/06/2015 12:50:00 AM,070XX S RHODES AVE,0560,ASSAULT,SIMPLE,SIDEWALK,false,true,0322,003,6,69,08A,1181123,1858466,2015,02/10/2018 03:50:01 PM,41.766875117,-87.611667154,"(41.766875117, -87.611667154)"
10225216,HY412279,09/05/2015 11:33:00 PM,081XX S COTTAGE GROVE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,true,false,0631,006,6,44,15,1182973,1851171,2015,02/10/2018 03:50:01 PM,41.746814094,-87.605112579,"(41.746814094, -87.605112579)"
10225217,HY412164,09/05/2015 11:23:00 PM,002XX N WELLS ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0122,001,42,32,14,1174695,1901776,2015,02/10/2018 03:50:01 PM,41.88586711,-87.633935855,"(41.88586711, -87.633935855)"
10225218,HY412173,09/05/2015 11:00:00 PM,131XX S ST LAWRENCE AVE,0331,ROBBERY,ATTEMPT: AGGRAVATED,CTA BUS STOP,false,false,0533,005,9,54,03,1182580,1818384,2015,02/10/2018 03:50:01 PM,41.65685141,-87.607565057,"(41.65685141, -87.607565057)"
10225219,HY412128,09/05/2015 12:00:00 PM,010XX E 133RD ST,0620,BURGLARY,UNLAWFUL ENTRY,CHA APARTMENT,false,false,0533,005,9,54,05,1185609,1817273,2015,02/10/2018 03:50:01 PM,41.653732143,-87.596516367,"(41.653732143, -87.596516367)"
10225220,HY412097,09/05/2015 10:00:00 PM,116XX S PEORIA ST,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,false,false,0524,005,34,53,04A,1172416,1827481,2015,09/17/2015 11:37:18 AM,41.682043933,-87.644490437,"(41.682043933, -87.644490437)"
10225221,HY412120,09/05/2015 10:15:00 PM,004XX W 127TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0523,005,9,53,08B,1175746,1820678,2015,02/10/2018 03:50:01 PM,41.663301707,-87.632503294,"(41.663301707, -87.632503294)"
10225223,HY412188,09/05/2015 11:10:00 PM,005XX E 107TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,false,true,0513,005,9,49,08B,1181661,1834120,2015,02/10/2018 03:50:01 PM,41.70005444,-87.610444692,"(41.70005444, -87.610444692)"
10225224,HY412112,09/05/2015 10:00:00 PM,123XX S NORMAL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0523,005,34,53,14,1175201,1823051,2015,02/10/2018 03:50:01 PM,41.669825751,-87.634427297,"(41.669825751, -87.634427297)"
10225225,HY412338,09/06/2015 02:30:00 AM,007XX W 116TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,false,0524,005,34,53,08B,1173403,1828206,2015,02/10/2018 03:50:01 PM,41.684011736,-87.640856125,"(41.684011736, -87.640856125)"
10225226,HY412311,09/05/2015 06:00:00 PM,099XX S YALE AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,0511,005,9,49,05,1176366,1839114,2015,02/10/2018 03:50:01 PM,41.713879007,-87.629683319,"(41.713879007, -87.629683319)"
10225227,HY412321,09/06/2015 01:44:00 AM,0000X N KILBOURN AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,true,false,1113,011,28,26,18,1146387,1899777,2015,02/10/2018 03:50:01 PM,41.88096768,-87.737940272,"(41.88096768, -87.737940272)"
10225228,HY412286,09/06/2015 02:10:00 AM,052XX S WELLS ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,false,true,0935,009,3,37,08B,1175490,1870263,2015,02/10/2018 03:50:01 PM,41.799375178,-87.631961501,"(41.799375178, -87.631961501)"
10225229,HY412204,09/05/2015 11:15:00 PM,066XX S HONORE ST,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,APARTMENT,false,false,0726,007,15,67,17,1165157,1860630,2015,02/10/2018 03:50:01 PM,41.77316612,-87.670127705,"(41.77316612, -87.670127705)"
10225230,HY412317,09/06/2015 02:10:00 AM,040XX W JACKSON BLVD,1360,CRIMINAL TRESPASS,TO VEHICLE,VEHICLE NON-COMMERCIAL,true,false,1132,011,28,26,26,1149510,1898380,2015,02/10/2018 03:50:01 PM,41.87707413,-87.726508999,"(41.87707413, -87.726508999)"
10225231,HY411730,09/05/2015 03:00:00 PM,032XX W WARREN BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,1123,011,28,27,14,1154634,1900160,2015,02/10/2018 03:50:01 PM,41.881857678,-87.707647413,"(41.881857678, -87.707647413)"
10225233,HY412170,09/05/2015 11:00:00 PM,027XX W SUMMERDALE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,SIDEWALK,false,true,2011,020,40,4,14,1157060,1935420,2015,02/10/2018 03:50:01 PM,41.978564807,-87.697779413,"(41.978564807, -87.697779413)"
10225234,HY412306,09/06/2015 02:00:00 AM,002XX N ST LOUIS AVE,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,false,false,1123,011,28,27,04B,1153006,1901570,2015,02/10/2018 03:50:01 PM,41.885759278,-87.713588042,"(41.885759278, -87.713588042)"
10225236,HY412383,09/05/2015 11:00:00 PM,001XX W SCHILLER ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1821,018,42,8,06,1174969,1909747,2015,02/10/2018 03:50:01 PM,41.907733818,-87.632690638,"(41.907733818, -87.632690638)"
